UtilityName,StateName,CountyName,CityName,AvgCustomersTracked,MaxCustomersOut,CustomerHoursOutTotal,CustomerHoursTrackedTotal,RecordYear,RecordMonth
Central Maine Power,Maine,Oxford,Lower Cupsuptic,8,16,150.67,5952.0,2018,10
Central Maine Power,Maine,Oxford,Hartford,747,1531,24947.08,556507.03,2020,12
Central Maine Power,Maine,Kennebec,Monmouth,2381,2997,29186.58,1772157.57,2020,12
Versant Power,Maine,Unknown,T9 Sd,1,16,0.0,1032.12,2020,4
Central Maine Power,Maine,Franklin,Lang,62,64,21.52,46181.99,2019,12
Central Maine Power,Maine,Androscoggin,Leeds,1162,1402,6709.86,864725.63,2019,10
Central Maine Power,Maine,Penobscot,Troy,1,2,4.0,744.0,2022,10
Central Maine Power,Maine,Oxford,Dixfield,1257,2084,24857.33,905569.62,2020,4
Central Maine Power,Maine,Franklin,Strong,745,1314,6986.9,554998.97,2022,12
Eastern Maine Power Cooperative,Maine,Washington,Waite,149,174,86.88,109843.43,2020,3
Eastern Maine Power Cooperative,Maine,Washington,Wesley,317,351,1337.92,235943.65,2021,12
Central Maine Power,Maine,Waldo,Freedom,390,1559,29587.26,280799.99,2020,4
Central Maine Power,Maine,Piscataquis,Harfords Point,146,149,120.51,108624.0,2022,12
Central Maine Power,Maine,Oxford,Lincoln Plantation,88,429,3611.42,63360.0,2018,11
Versant Power,Maine,Unknown,Trenton,5,83,150.68,3811.67,2017,9
Versant Power,Maine,Unknown,Wade,0,16,0.0,318.67,2017,9
Eastern Maine Power Cooperative,Maine,Aroostook,Reed,194,383,63.63,139680.0,2022,4
Central Maine Power,Maine,Franklin,Dallas Plantation,482,712,4770.36,358796.34,2020,7
Versant Power,Maine,Unknown,Oxbow Plantation,71,205,807.46,51754.16,2018,11
Central Maine Power,Maine,Piscataquis,Frenchtown,110,334,361.82,82370.49,2020,5
Central Maine Power,Maine,Lincoln,Westport,613,3163,34084.99,441359.99,2017,11
Versant Power,Maine,Piscataquis,Bowerbank,343,691,111.75,255731.33,2019,8
Central Maine Power,Maine,Kennebec,West Gardiner,1829,4699,61656.41,1317050.26,2017,11
Central Maine Power,Maine,Kennebec,Winthrop,3795,6565,52923.31,2732482.73,2020,4
Central Maine Power,Maine,Somerset,Caratunk Plantation,173,342,4677.25,124560.0,2019,11
Versant Power,Maine,Hancock,Penobscot,59,85,194.16,42480.0,2020,9
Versant Power,Maine,Washington,Trescott Twp,198,315,1027.4,147427.43,2019,10
Central Maine Power,Maine,Oxford,Adamstown,69,264,2263.0,51336.0,2017,10
Eastern Maine Power Cooperative,Maine,Aroostook,Moro Plantation,116,197,982.76,63167.49,2023,9
Central Maine Power,Maine,Kennebec,Vienna,456,494,533.58,339264.0,2020,7
Versant Power,Maine,Washington,Harrington,1,2,3.17,602.33,2017,8
Central Maine Power,Maine,Franklin,Stetsontown,72,144,242.9,53568.0,2021,5
Versant Power,Maine,Unknown,T19 Md Bpp,9,252,6048.0,6048.0,2018,2
Central Maine Power,Maine,Kennebec,Whitefield,3,9,70.31,2232.0,2022,12
Versant Power,Maine,Penobscot,Patten,381,382,0.0,283852.49,2018,8
Central Maine Power,Maine,Somerset,Bingham,628,1292,3816.31,467232.0,2017,12
Versant Power,Maine,Unknown,T4 R9 Nwp,2622,2628,8190.82,782833.33,2016,12
Versant Power,Maine,Hancock,Stonington,1181,1272,1976.96,793631.99,2019,2
Central Maine Power,Maine,Somerset,Dennistown Plantation,22,23,103.5,16709.66,2020,1
Central Maine Power,Maine,Waldo,Frankfort,736,1940,34833.68,529919.98,2020,4
Versant Power,Maine,Unknown,Pretty Marsh,101,110,128.59,72720.0,2018,4
Central Maine Power,Maine,Androscoggin,Leeds,1157,1217,1142.18,833249.57,2019,9
Central Maine Power,Maine,Sagadahoc,Woolwich,1654,4790,64537.84,1230689.66,2017,10
Versant Power,Maine,Hancock,Eastbrook,500,999,13672.8,372699.32,2019,10
Central Maine Power,Maine,Piscataquis,Little Squaw,151,286,1139.66,108720.0,2017,11
Versant Power,Maine,Hancock,Gouldsboro,1341,1757,20840.9,965702.75,2020,4
Versant Power,Maine,Piscataquis,Sebec,515,579,1432.37,383359.14,2021,5
Versant Power,Maine,Aroostook,Littleton,360,1160,3477.66,195570.33,2017,10
Central Maine Power,Maine,Oxford,Norway,3249,3343,885.48,2339852.98,2019,9
Central Maine Power,Maine,Piscataquis,Willimantic,281,283,400.07,209301.29,2021,10
Central Maine Power,Maine,Piscataquis,Bowerbank,29,116,251.29,20880.0,2019,6
Versant Power,Maine,Unknown,Hamlin,135,140,105.23,28246.82,2017,4
Versant Power,Maine,Aroostook,Monticello,339,352,43.45,252216.0,2018,8
Central Maine Power,Maine,Oxford,Magalloway Plantation,74,148,1448.53,53280.0,2023,4
Eastern Maine Power Cooperative,Maine,Washington,Alexander,289,399,2049.21,161148.56,2023,9
Central Maine Power,Maine,Somerset,West Forks Plantation,121,242,282.34,90262.02,2020,10
Eastern Maine Power Cooperative,Maine,Washington,Charlotte,1259,1267,646.2,906480.0,2022,11
Versant Power,Maine,Penobscot,Bangor,1395,21639,316744.47,961988.77,2017,10
Versant Power,Maine,Penobscot,Greenbush,741,1484,5821.35,551561.13,2020,12
Versant Power,Maine,Aroostook,Silver Ridge,47,1457,34968.0,34968.0,2018,3
Central Maine Power,Maine,Somerset,Rockwood Strip T1r1,10,31,66.15,7815.67,2018,10
Versant Power,Maine,Hancock,Fletchers Landing Twp,22,23,11.49,16422.83,2019,9
Central Maine Power,Maine,Waldo,Searsmont,871,4743,76824.0,627119.96,2020,4
Central Maine Power,Maine,Franklin,Carthage,350,962,1753.23,251285.22,2023,4
Versant Power,Maine,Washington,Marion Twp,20,26,43.67,15090.48,2017,11
Central Maine Power,Maine,Piscataquis,Big Squaw,68,69,57.23,50956.64,2019,3
Central Maine Power,Maine,Somerset,Rockwood Strip T1r1,11,22,71.5,7920.0,2018,9
Versant Power,Maine,Hancock,Deer Isle,1945,2661,14578.32,1053538.94,2023,9
Versant Power,Maine,Aroostook,Chapman,148,149,61.92,99484.66,2018,2
Central Maine Power,Maine,Sagadahoc,Bath,4960,5684,82549.38,3571199.9,2017,11
Versant Power,Maine,Penobscot,Levant,24,40,901.01,17856.0,2017,12
Central Maine Power,Maine,Somerset,Dennistown Plantation,26,147,425.13,19344.0,2021,3
Central Maine Power,Maine,Somerset,Misery Gore,10,280,6720.0,6720.0,2018,2
Versant Power,Maine,Aroostook,Portage,534,1096,4680.75,384480.0,2018,11
Central Maine Power,Maine,Kennebec,Wayne,945,2018,7611.63,680881.51,2019,11
Central Maine Power,Maine,Waldo,Searsmont,872,1093,9143.83,627851.64,2020,9
Central Maine Power,Maine,Somerset,Tomhegan,238,276,1536.93,171360.0,2022,4
Versant Power,Maine,Aroostook,T28 Md Bpp,24,48,27.97,17856.0,2020,7
Central Maine Power,Maine,Oxford,Hebron,546,1119,2397.18,393749.32,2018,9
Eastern Maine Power Cooperative,Maine,Aroostook,Merrill,114,160,176.24,76608.0,2023,2
Versant Power,Maine,Penobscot,Eddington,1258,1412,536.13,905914.41,2021,11
Versant Power,Maine,Hancock,Aurora,103,281,739.47,69216.0,2022,2
Central Maine Power,Maine,Oxford,Otisfield,1418,1712,2820.14,1021086.41,2022,6
Central Maine Power,Maine,Hancock,Ellsworth,5,10,2.0,3480.0,2020,2
Versant Power,Maine,Washington,Milbridge,78,250,1022.5,58032.0,2017,10
Central Maine Power,Maine,Somerset,Industry,15,31,162.36,11160.0,2021,3
Versant Power,Maine,Washington,East Machias,435,479,1717.61,323640.0,2018,7
Central Maine Power,Maine,Franklin,Rangeley,1875,3881,30048.05,1395403.24,2020,7
Central Maine Power,Maine,Piscataquis,Sebec,17,34,31.09,12648.0,2019,3
Central Maine Power,Maine,Franklin,Davis,36,72,304.85,26784.0,2021,3
Versant Power,Maine,Hancock,Castine,1,2,1.0,744.0,2022,10
Versant Power,Maine,Hancock,Bernard,203,211,967.35,151032.0,2018,3
Central Maine Power,Maine,Androscoggin,Minot,1249,3286,31705.96,899858.8,2020,4
Versant Power,Maine,Penobscot,Dixmont,115,276,905.39,82800.0,2019,6
Versant Power,Maine,Penobscot,Clifton,553,1186,5164.47,372034.08,2022,2
Versant Power,Maine,Aroostook,Smyrna Mills,92,184,103.31,66240.0,2018,11
Versant Power,Maine,Penobscot,T4 Indian Purchase Twp,256,515,5437.6,146462.8,2023,9
Central Maine Power,Maine,Waldo,Prospect,395,397,133.31,293880.0,2022,3
Central Maine Power,Maine,Somerset,Misery Gore,10,14,146.52,7200.0,2020,4
Versant Power,Maine,Piscataquis,Williamsburg Twp,59,122,103.89,33790.92,2023,5
Central Maine Power,Maine,Somerset,Caratunk Plantation,181,256,551.88,130320.0,2022,9
Central Maine Power,Maine,York,Shapleigh,2287,3472,64554.32,1701854.49,2017,10
Central Maine Power,Maine,Sagadahoc,Bowdoin,1484,2084,12935.41,1098707.9,2023,5
Central Maine Power,Maine,Piscataquis,Shirley,216,4592,106077.34,155532.17,2017,11
Central Maine Power,Maine,Somerset,Ripley,363,367,1350.42,205080.92,2023,9
Central Maine Power,Maine,Cumberland,Pownal,795,1310,3598.14,591921.13,2020,3
Central Maine Power,Maine,Franklin,Coburn Gore,35,70,886.01,21407.05,2018,5
Central Maine Power,Maine,Oxford,Andover,664,2927,21518.84,494131.62,2021,3
Eastern Maine Power Cooperative,Maine,Aroostook,Ludlow,33,78,478.82,19247.42,2023,9
Versant Power,Maine,Penobscot,Garland,494,1542,18656.83,356171.81,2018,11
Central Maine Power,Maine,Lincoln,Bristol,3044,4204,40517.83,1718247.95,2023,9
Central Maine Power,Maine,Somerset,Lexington,159,302,2710.64,110664.0,2020,2
Eastern Maine Power Cooperative,Maine,Washington,Vanceboro,162,174,113.62,120110.8,2022,10
Versant Power,Maine,Aroostook,Dyer Brook,135,232,149.24,97200.0,2022,11
Versant Power,Maine,Aroostook,Oakfield,320,603,1090.5,238080.0,2017,10
Versant Power,Maine,Aroostook,Westmanland,8,208,826.67,5193.0,2017,10
Central Maine Power,Maine,Knox,St George,2408,2560,3432.11,1734172.92,2023,4
Central Maine Power,Maine,Lincoln,Whitefield,1233,3990,69597.31,887759.96,2017,11
Central Maine Power,Maine,Sagadahoc,Woolwich,1714,3897,17842.32,1275384.98,2020,5
Versant Power,Maine,Penobscot,Lowell,239,307,438.69,177816.0,2019,8
Central Maine Power,Maine,Somerset,Taunton & Raynham Academy Grant,586,627,1601.41,422491.63,2020,4
Central Maine Power,Maine,Lincoln,Dresden,994,1333,8976.26,718885.67,2023,5
Central Maine Power,Maine,Piscataquis,Harfords Point,144,145,193.4,107136.0,2022,3
Versant Power,Maine,Aroostook,Silver Ridge,47,1457,34968.0,34968.0,2017,12
Versant Power,Maine,Unknown,T1 R9 Wels,30,94,0.0,16282.31,2020,4
Versant Power,Maine,Hancock,Fletchers Landing Twp,20,461,10978.37,14400.0,2018,4
Central Maine Power,Maine,Waldo,Camden,2,3,7.25,1344.0,2022,2
Central Maine Power,Maine,Lincoln,Somerville,342,1245,17643.58,246240.0,2020,4
Versant Power,Maine,Penobscot,Bangor,15656,19937,226886.93,11290983.53,2020,4
Central Maine Power,Maine,York,Newfield,1245,3596,10222.05,896533.3,2018,11
Versant Power,Maine,Hancock,Frenchboro,72,286,2768.59,53568.0,2018,3
Central Maine Power,Maine,Cumberland,North Yarmouth,1660,3373,65364.98,1235032.64,2017,10
Versant Power,Maine,Unknown,T4 Indian Purchase Twp,240,456,4013.58,178560.0,2018,3
Versant Power,Maine,Penobscot,Soldiertown Twp T2 R7 Wels,11,20,73.48,8184.0,2021,10
Central Maine Power,Maine,Piscataquis,Lily Bay,114,390,5121.33,84816.0,2020,12
Central Maine Power,Maine,Franklin,Carthage,342,346,352.88,254751.28,2021,10
Versant Power,Maine,Washington,Whiting,282,297,881.19,203388.33,2017,11
Central Maine Power,Maine,Somerset,Tomhegan,180,361,323.08,133920.0,2018,7
Central Maine Power,Maine,Franklin,Dixfield,23,46,53.8,17112.0,2021,12
Central Maine Power,Maine,Lincoln,Westport,617,1561,13441.24,444641.16,2018,11
Versant Power,Maine,Hancock,Aurora,101,206,566.45,73256.81,2022,11
Versant Power,Maine,Washington,Beals,397,458,3889.9,296059.31,2019,10
Central Maine Power,Maine,Franklin,Strong,916,2155,18075.85,659634.11,2019,11
Central Maine Power,Maine,Somerset,Brassua,1,2,3.17,744.0,2020,5
Central Maine Power,Maine,York,Hollis,2352,6649,85584.03,1749918.86,2022,12
Central Maine Power,Maine,Knox,Cushing,1006,1031,8339.74,724390.67,2018,11
Central Maine Power,Maine,Piscataquis,Kineo,35,140,243.23,25200.0,2019,11
Central Maine Power,Maine,York,Windham,1,3,7.05,605.57,2021,1
Versant Power,Maine,Hancock,Franklin,424,1079,499.49,216447.33,2017,8
Central Maine Power,Maine,Piscataquis,Elliottsville,94,213,483.65,70264.52,2020,3
Central Maine Power,Maine,Waldo,Knox,414,793,857.53,298535.18,2018,4
Versant Power,Maine,Penobscot,Cedar Lake Twp,70,140,1595.93,52080.0,2022,12
Central Maine Power,Maine,Cumberland,Durham,2,3,2.0,1488.0,2021,10
Central Maine Power,Maine,Knox,Appleton,717,1582,23511.82,533323.67,2017,10
Versant Power,Maine,Aroostook,New Canada,140,304,1441.64,100800.0,2019,11
Versant Power,Maine,Hancock,Penobscot,43,138,188.33,29160.33,2017,9
Versant Power,Maine,Aroostook,Stockholm,165,335,695.47,123513.13,2020,12
Central Maine Power,Maine,Somerset,Norridgewock,1714,2678,37869.49,1275952.99,2017,10
Versant Power,Maine,Washington,Lubec,1306,1996,2061.67,972242.69,2022,1
Eastern Maine Power Cooperative,Maine,Aroostook,Town Of Hammond,419,520,260.58,297552.96,2022,11
Central Maine Power,Maine,Franklin,Strong,753,906,159.76,547590.47,2023,7
Versant Power,Maine,Hancock,Bucksport,157,408,1887.74,116808.0,2022,12
Versant Power,Maine,Aroostook,Castle Hill,227,566,1906.06,169080.8,2022,12
Versant Power,Maine,Hancock,Stonington,1181,1199,2186.56,878664.0,2018,12
Central Maine Power,Maine,Lincoln,FRIENDSHIP,1,2,1.57,722.87,2023,3
Versant Power,Maine,Penobscot,Argyle Twp,143,443,3543.14,103609.82,2018,11
Versant Power,Maine,Aroostook,Cross Lake Twp,309,613,1843.93,230510.49,2020,10
Central Maine Power,Maine,Oxford,Gilead,175,205,1610.19,130576.33,2018,10
Central Maine Power,Maine,Cumberland,Sebago,1747,4781,86741.79,1299975.96,2020,12
Central Maine Power,Maine,Sagadahoc,Phippsburg,2008,2009,7375.77,1349848.48,2019,2
Versant Power,Maine,Unknown,Jacksonville,17993,41937,90975.76,3257600.48,2016,12
Versant Power,Maine,Hancock,Stonington,1181,2191,1125.59,850320.0,2019,6
Central Maine Power,Maine,Franklin,New Vineyard,520,716,6857.33,387236.64,2022,12
Central Maine Power,Maine,Franklin,Stetsontown,72,145,246.92,51840.0,2022,4
Versant Power,Maine,Penobscot,Chester,85,304,372.37,63240.0,2018,7
Central Maine Power,Maine,Oxford,Upton,181,292,1003.12,130982.52,2018,11
Central Maine Power,Maine,Somerset,TAUNTON   RAYNHAM ACADEMY GRANT,601,1225,1729.85,447841.98,2021,12
Versant Power,Maine,Hancock,Seal Harbor,273,370,0.0,205141.81,2019,12
Versant Power,Maine,Piscataquis,T4 R9 Nwp,3,15,233.46,1504.47,2020,4
Versant Power,Maine,Hancock,Orland,49,84,111.6,36456.0,2020,10
Versant Power,Maine,Aroostook,Masardis,190,281,169.13,142002.67,2020,5
Versant Power,Maine,Penobscot,Dexter,42,82,179.2,31248.0,2019,7
Versant Power,Maine,Unknown,T28 Md,8,16,114.67,5760.0,2019,11
Central Maine Power,Maine,Somerset,Canaan,1226,1234,1025.82,912195.44,2022,5
Central Maine Power,Maine,Oxford,Otisfield,1429,7110,104090.07,1063582.35,2022,12
Central Maine Power,Maine,Lincoln,Hibberts Gore,1,2,1.0,720.0,2019,6
Central Maine Power,Maine,Piscataquis,Blanchard Plantation,112,139,383.18,84022.49,2020,7
Versant Power,Maine,Hancock,Trenton,904,1366,22989.65,650879.99,2017,11
Eastern Maine Power Cooperative,Maine,Aroostook,Silver Ridge,9,22,0.0,6811.4,2022,9
Central Maine Power,Maine,Oxford,Lincoln Plantation,89,181,209.77,66216.0,2019,12
Central Maine Power,Maine,Piscataquis,Guilford,940,1105,16112.76,699976.27,2020,12
Central Maine Power,Maine,Hancock,Verona,330,662,180.42,230280.66,2020,2
Versant Power,Maine,Aroostook,Sherman,458,1373,7299.95,340751.99,2020,12
Versant Power,Maine,Hancock,Waltham,45,612,7202.16,32691.16,2017,10
Versant Power,Maine,Penobscot,Dixmont,54,256,4065.75,6276.0,2017,10
Versant Power,Maine,Unknown,Pretty Marsh,102,604,3453.43,73440.0,2019,11
Versant Power,Maine,Penobscot,Charleston,610,665,1436.7,454269.65,2020,8
Versant Power,Maine,Unknown,Castle Hill,5071,9451,37746.04,3700058.38,2016,12
Eastern Maine Power Cooperative,Maine,Aroostook,Sherman,170,262,1307.97,126816.93,2022,10
Central Maine Power,Maine,Somerset,Bigelow,1,2,2.67,744.0,2020,10
Central Maine Power,Maine,Franklin,Chain Of Ponds,3,12,40.46,2232.0,2020,10
Central Maine Power,Maine,Somerset,Harmony,586,673,335.2,436589.13,2019,3
Versant Power,Maine,Hancock,Eastbrook,502,883,5694.62,361440.0,2019,11
Versant Power,Maine,Aroostook,Madawaska,365,3194,5600.72,248444.82,2017,8
Eastern Maine Power Cooperative,Maine,Washington,Pembroke,22,35,7.6,16851.3,2023,3
Central Maine Power,Maine,Piscataquis,Lily Bay,113,130,201.23,81360.0,2019,4
Central Maine Power,Maine,Somerset,Athens,602,1926,30192.3,447909.79,2020,12
Versant Power,Maine,Aroostook,T11 R4 Wels,127,129,0.42,74863.6,2023,5
Central Maine Power,Maine,Oxford,Hiram,1025,1147,1740.81,762662.97,2020,7
Central Maine Power,Maine,Lincoln,Wiscasset,2286,4450,56798.4,1700829.95,2017,10
Versant Power,Maine,Aroostook,Island Falls,3,4,8.67,823.5,2017,8
Versant Power,Maine,Unknown,T30 Md Bpp,1,16,366.5,720.0,2017,11
Central Maine Power,Maine,Franklin,Carrabassett Valley,2580,2594,236.64,1906450.02,2023,8
Central Maine Power,Maine,Somerset,Mercer,457,1983,5844.94,340213.0,2018,10
Central Maine Power,Maine,Piscataquis,Beaver Cove Plantation,267,295,2526.67,199113.08,2020,12
Eastern Maine Power Cooperative,Maine,Washington,Pembroke,86,120,22.59,24838.95,2020,2
Central Maine Power,Maine,Kennebec,Vienna,455,722,864.74,338693.51,2019,7
Central Maine Power,Maine,Lincoln,Nobleboro,1362,6577,114441.11,980639.93,2017,11
Central Maine Power,Maine,Somerset,Sapling,14,28,41.16,10416.0,2018,7
Central Maine Power,Maine,Kennebec,Leeds,1,2,6.99,262.99,2020,12
Central Maine Power,Maine,Kennebec,Manchester,1506,2837,35814.52,1084344.3,2017,11
Central Maine Power,Maine,Franklin,Carthage,344,588,1758.36,247680.0,2020,9
Central Maine Power,Maine,Franklin,Perkins,18,19,129.14,13392.0,2021,3
Central Maine Power,Maine,Somerset,Norridgewock,1779,1985,1974.32,1195798.82,2023,2
Versant Power,Maine,Unknown,T10 Sd,64,186,1863.23,47616.0,2018,3
Versant Power,Maine,Unknown,T9 Sd,16,35,481.83,11904.0,2017,10
Versant Power,Maine,Hancock,Southwest Harbor,1881,3736,4354.73,1399762.94,2020,8
Versant Power,Maine,Penobscot,Millinocket,6,19,23.67,4734.67,2017,8
Versant Power,Maine,Piscataquis,Bowerbank,191,1062,12289.02,102131.07,2017,10
Versant Power,Maine,Washington,Beals,402,442,0.39,295338.68,2023,7
Versant Power,Maine,Hancock,Salsbury Cove,393,397,6.17,282960.0,2018,9
Versant Power,Maine,Washington,Addison,878,1719,9160.63,493192.66,2023,9
Versant Power,Maine,Washington,Machiasport,377,378,104.73,271440.0,2018,6
Versant Power,Maine,Unknown,Ornville Twp,144,146,194.46,107488.77,2018,8
Versant Power,Maine,Hancock,Ellsworth,2528,6276,50617.43,1820783.4,2019,11
Eastern Maine Power Cooperative,Maine,Washington,Calais,2965,2967,2458.14,2205959.99,2022,8
Versant Power,Maine,Unknown,Costigan,1,2,0.0,931.33,2017,9
Central Maine Power,Maine,Franklin,Davis,37,65,240.66,27528.0,2021,12
Central Maine Power,Maine,Oxford,Sweden,396,814,11222.2,295249.7,2020,8
Central Maine Power,Maine,Waldo,Thorndike,412,542,645.61,306789.34,2020,7
Versant Power,Maine,Penobscot,Herseytown Twp,19,26,21.83,14485.14,2021,7
Central Maine Power,Maine,Waldo,Frankfort,668,1323,16305.76,497414.84,2022,12
Versant Power,Maine,Aroostook,Nashville,36,37,37.16,27436.98,2018,8
Central Maine Power,Maine,Sagadahoc,Richmond,1668,3545,64817.75,1200959.96,2017,11
Central Maine Power,Maine,Somerset,Embden,978,1003,494.37,727714.0,2019,12
Central Maine Power,Maine,Somerset,Pleasant Ridge Plantation,66,236,1340.75,49104.0,2018,1
Central Maine Power,Maine,Somerset,Lexington,155,390,1226.82,115320.0,2018,8
Central Maine Power,Maine,Androscoggin,Poland,3279,5577,68151.24,2360879.85,2020,4
Versant Power,Maine,Hancock,Eastbrook,503,550,571.04,374298.36,2021,3
Versant Power,Maine,Hancock,Deer Isle,1903,6531,46117.18,1370111.7,2020,4
Versant Power,Maine,Penobscot,Clifton,546,916,4267.92,406917.67,2021,3
Versant Power,Maine,Hancock,Gouldsboro,462,907,5946.3,341183.33,2017,10
Versant Power,Maine,Washington,Centerville Twp,19,38,28.69,10582.56,2023,9
Central Maine Power,Maine,Franklin,Temple,341,392,3657.45,253704.0,2021,3
Central Maine Power,Maine,Piscataquis,Greenville,1935,1963,1967.63,1440023.98,2022,5
Central Maine Power,Maine,Oxford,Brownfield,1039,1090,19408.67,748080.0,2017,11
Versant Power,Maine,Aroostook,Bridgewater,378,876,4464.16,272160.0,2018,11
Central Maine Power,Maine,Piscataquis,Frenchtown,113,114,190.0,81645.45,2021,9
Versant Power,Maine,Washington,Lubec,1283,1301,2147.21,924105.62,2020,4
Central Maine Power,Maine,Franklin,Avon,292,399,599.04,210877.03,2022,11
Versant Power,Maine,Hancock,Eastbrook,504,529,528.04,363492.15,2021,6
Versant Power,Maine,Aroostook,Winterville Plt,241,489,690.68,179617.88,2020,10
Central Maine Power,Maine,Somerset,Rockwood Strip T1r1,11,44,25.97,8184.0,2018,5
Versant Power,Maine,Aroostook,Caribou,2260,2302,2035.76,1681439.98,2018,7
Central Maine Power,Maine,Kennebec,Randolph,966,1012,1348.19,719408.32,2019,8
Eastern Maine Power Cooperative,Maine,Washington,Princeton,265,322,799.06,197160.0,2022,12
